mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.6,"14 km N of Susitna, Alaska",1725100971116,1725101090851,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024b7pc4k7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024b7pc4k7&format=geojson,,,,,automatic,0,39,ak,024b7pc4k7,",ak024b7pc4k7,",",ak,",",origin,phase-data,",,,0.52,,ml,earthquake,"M 1.6 - 14 km N of Susitna, Alaska"
1.03,"7 km WNW of Cobb, CA",1725100819980,1725108437372,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75055606,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75055606&format=geojson,,,,,automatic,0,16,nc,75055606,",nc75055606,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.0104,0.01,49.0,md,earthquake,"M 1.0 - 7 km WNW of Cobb, CA"
1.3,"31 km E of Minto, Alaska",1725100760176,1725100862574,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024b7pbf0x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024b7pbf0x&format=geojson,,,,,automatic,0,26,ak,024b7pbf0x,",ak024b7pbf0x,",",ak,",",origin,phase-data,",,,0.94,,ml,earthquake,"M 1.3 - 31 km E of Minto, Alaska"
1.78,"6 km SSW of Volcano, Hawaii",1725100572730,1725100745530,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74433587,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74433587&format=geojson,,,,,automatic,0,49,hv,74433587,",hv74433587,",",hv,",",origin,phase-data,",27.0,0.005714,0.25,46.0,ml,earthquake,"M 1.8 - 6 km SSW of Volcano, Hawaii"
1.9,"19 km W of Healy, Alaska",1725100010075,1725100148208,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024b7p8p0v,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024b7p8p0v&format=geojson,,,,,automatic,0,56,ak,024b7p8p0v,",ak024b7p8p0v,",",ak,",",origin,phase-data,",,,0.51,,ml,earthquake,"M 1.9 - 19 km W of Healy, Alaska"
2.1,"6 km SSW of Volcano, Hawaii",1725098993110,1725392577510,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74433557,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74433557&format=geojson,,,,,reviewed,0,68,hv,74433557,",hv74433557,",",hv,",",origin,phase-data,",27.0,0.003614,0.09,58.0,ml,earthquake,"M 2.1 - 6 km SSW of Volcano, Hawaii"
1.5,"38 km NNW of Toyah, Texas",1725098623105,1725289218221,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024rcte,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024rcte&format=geojson,,,,,reviewed,0,35,tx,2024rcte,",tx2024rcte,",",tx,",",origin,phase-data,",21.0,0.0,0.2,50.0,ml,earthquake,"M 1.5 - 38 km NNW of Toyah, Texas"
-0.02,"38 km S of Morton, Washington",1725098589840,1725126327710,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62042426,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62042426&format=geojson,,,,,reviewed,0,0,uw,62042426,",uw62042426,",",uw,",",origin,phase-data,",4.0,0.01582,0.05,324.0,mh,earthquake,"M 0.0 - 38 km S of Morton, Washington"
3.4,"39 km WSW of Mentone, Texas",1725098464052,1725475279040,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024rctc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024rctc&format=geojson,,,4.069,,reviewed,0,178,tx,2024rctc,",us6000nnv1,tx2024rctc,",",us,tx,",",moment-tensor,origin,phase-data,shakemap,",25.0,0.1,0.1,50.0,ml,earthquake,"M 3.4 - 39 km WSW of Mentone, Texas"
-0.1,"87 km NNW of Karluk, Alaska",1725098385800,1725225711770,,https://earthquake.usgs.gov/earthquakes/eventpage/av93019814,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93019814&format=geojson,,,,,reviewed,0,0,av,93019814,",av93019814,",",av,",",origin,phase-data,",5.0,0.06891,0.14,210.0,ml,earthquake,"M -0.1 - 87 km NNW of Karluk, Alaska"
0.42,"2 km NE of Cabazon, CA",1725098236630,1725111876779,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40720543,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40720543&format=geojson,,,,,reviewed,0,3,ci,40720543,",ci40720543,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.09936,0.1,70.0,ml,earthquake,"M 0.4 - 2 km NE of Cabazon, CA"
2.2,"55 km S of Whites City, New Mexico",1725097956567,1725288126110,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024rcsv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024rcsv&format=geojson,,,,,reviewed,0,74,tx,2024rcsv,",tx2024rcsv,",",tx,",",origin,phase-data,",23.0,0.1,0.2,68.0,ml,earthquake,"M 2.2 - 55 km S of Whites City, New Mexico"
0.53,"9 km SW of Idyllwild, CA",1725097806430,1725111894518,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40720535,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40720535&format=geojson,,,,,reviewed,0,4,ci,40720535,",ci40720535,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",32.0,0.0679,0.12,72.0,ml,earthquake,"M 0.5 - 9 km SW of Idyllwild, CA"
2.6,"287 km W of Ferndale, California",1725097774442,1727244301040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nnuy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nnuy&format=geojson,,,,,reviewed,0,104,us,6000nnuy,",us6000nnuy,",",us,",",origin,phase-data,",23.0,2.695,0.91,284.0,ml,earthquake,"M 2.6 - 287 km W of Ferndale, California"
1.7,"38 km N of Glacier View, Alaska",1725097480448,1725097650262,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024b7or3kc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024b7or3kc&format=geojson,,,,,automatic,0,44,ak,024b7or3kc,",ak024b7or3kc,",",ak,",",origin,phase-data,",,,0.77,,ml,earthquake,"M 1.7 - 38 km N of Glacier View, Alaska"
0.86,"25 km SW of Ocotillo Wells, CA",1725097405270,1725111913784,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40720527,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40720527&format=geojson,,,,,reviewed,0,11,ci,40720527,",ci40720527,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",47.0,0.07771,0.18,39.0,ml,earthquake,"M 0.9 - 25 km SW of Ocotillo Wells, CA"
0.58,"7 km SSE of Redlands, CA",1725097263170,1725472258223,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40720519,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40720519&format=geojson,,,,,reviewed,0,5,ci,40720519,",ci40720519,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",36.0,0.04562,0.13,66.0,ml,earthquake,"M 0.6 - 7 km SSE of Redlands, CA"
1.03,"8 km WNW of Cobb, CA",1725097015760,1725105264000,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75055596,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75055596&format=geojson,,,,,automatic,0,16,nc,75055596,",nc75055596,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.01594,0.02,56.0,md,earthquake,"M 1.0 - 8 km WNW of Cobb, CA"
1.7,"40 km SSE of Glacier View, Alaska",1725096988435,1725097761999,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024b7opbj0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024b7opbj0&format=geojson,,,,,automatic,0,44,ak,024b7opbj0,",ak024b7opbj0,",",ak,",",origin,phase-data,",,,0.25,,ml,earthquake,"M 1.7 - 40 km SSE of Glacier View, Alaska"
0.85,"61 km NW of Beluga, Alaska",1725096980320,1725222080460,,https://earthquake.usgs.gov/earthquakes/eventpage/av93245773,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93245773&format=geojson,,,,,reviewed,0,11,av,93245773,",av93245773,",",av,",",origin,phase-data,",8.0,0.06312,0.12,131.0,ml,earthquake,"M 0.9 - 61 km NW of Beluga, Alaska"
2.18,"10 km WSW of Center Ridge, Arkansas",1725096812960,1725233911159,,https://earthquake.usgs.gov/earthquakes/eventpage/nm60502398,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nm60502398&format=geojson,2.0,2.0,,,reviewed,0,74,nm,60502398,",nm60502398,",",nm,",",dyfi,origin,phase-data,",11.0,0.3055,0.1,127.0,md,earthquake,"M 2.2 - 10 km WSW of Center Ridge, Arkansas"
1.77999997,"9 km SW of Volcano, Hawaii",1725096809200,1725096932930,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74433532,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74433532&format=geojson,,,,,automatic,0,49,hv,74433532,",hv74433532,",",hv,",",origin,phase-data,",46.0,0.01265,0.129999995,47.0,md,earthquake,"M 1.8 - 9 km SW of Volcano, Hawaii"
0.73,"3 km NW of The Geysers, CA",1725096549340,1725097935150,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75055591,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75055591&format=geojson,,,,,automatic,0,8,nc,75055591,",nc75055591,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.007357,0.02,101.0,md,earthquake,"M 0.7 - 3 km NW of The Geysers, CA"
0.65,"11 km SSE of Katie, Oklahoma",1725095951750,1725463836385,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024rcrr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024rcrr&format=geojson,,,,,reviewed,0,6,ok,2024rcrr,",ok2024rcrr,",",ok,",",origin,phase-data,",22.0,0.0863830487,0.26,125.0,ml,earthquake,"M 0.7 - 11 km SSE of Katie, Oklahoma"
0.59,"2 km NNE of Beaumont, CA",1725094992180,1725471852821,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40720511,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40720511&format=geojson,,,,,reviewed,0,5,ci,40720511,",ci40720511,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",40.0,0.02359,0.16,45.0,ml,earthquake,"M 0.6 - 2 km NNE of Beaumont, CA"
1.6,"16 km NW of Midland, Texas",1725094855979,1725286805996,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024rcrc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024rcrc&format=geojson,,,,,reviewed,0,39,tx,2024rcrc,",tx2024rcrc,",",tx,",",origin,phase-data,",34.0,0.0,0.1,62.0,ml,earthquake,"M 1.6 - 16 km NW of Midland, Texas"
5.0,"135 km SW of Abepura, Indonesia",1725094428700,1727336322040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nnut,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nnut&format=geojson,,,,,reviewed,0,385,us,6000nnut,",us6000nnut,",",us,",",origin,phase-data,",71.0,1.322,0.52,49.0,mb,earthquake,"M 5.0 - 135 km SW of Abepura, Indonesia"
0.54,"10 km N of Alex, Oklahoma",1725094067950,1725467657791,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024rcqr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024rcqr&format=geojson,,,,,reviewed,0,4,ok,2024rcqr,",ok2024rcqr,",",ok,",",origin,phase-data,",37.0,0.09268181267,0.33,96.0,ml,earthquake,"M 0.5 - 10 km N of Alex, Oklahoma"
1.18,"2 km NW of The Geysers, CA",1725093957500,1726102244360,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75055571,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75055571&format=geojson,,,,,reviewed,0,21,nc,75055571,",nc75055571,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",48.0,0.008574,0.05,50.0,md,earthquake,"M 1.2 - 2 km NW of The Geysers, CA"
0.85,"14 km E of Unalaska, Alaska",1725093815960,1725221338580,,https://earthquake.usgs.gov/earthquakes/eventpage/av93245663,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93245663&format=geojson,,,,,reviewed,0,11,av,93245663,",av93245663,",",av,",",origin,phase-data,",9.0,0.1162,0.2,219.0,ml,earthquake,"M 0.9 - 14 km E of Unalaska, Alaska"
0.59,"10 km W of Dibble, Oklahoma",1725093682800,1725468633366,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024rcql,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024rcql&format=geojson,,,,,reviewed,0,5,ok,2024rcql,",ok2024rcql,",",ok,",",origin,phase-data,",41.0,0.1169770451,0.33,68.0,ml,earthquake,"M 0.6 - 10 km W of Dibble, Oklahoma"
1.9,"56 km S of Whites City, New Mexico",1725093148674,1725275517831,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024rcqi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024rcqi&format=geojson,,,,,reviewed,0,56,tx,2024rcqi,",tx2024rcqi,",",tx,",",origin,phase-data,",20.0,0.1,0.3,69.0,ml,earthquake,"M 1.9 - 56 km S of Whites City, New Mexico"
0.78,"3 km SE of The Geysers, CA",1725093112190,1726028968098,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75055566,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75055566&format=geojson,,,,,reviewed,0,9,nc,75055566,",nc75055566,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",28.0,0.001415,0.03,56.0,md,earthquake,"M 0.8 - 3 km SE of The Geysers, CA"
0.41,"13 km SE of Anza, CA",1725092888870,1725111960437,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40720495,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40720495&format=geojson,,,,,reviewed,0,3,ci,40720495,",ci40720495,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",29.0,0.03065,0.12,45.0,ml,earthquake,"M 0.4 - 13 km SE of Anza, CA"
1.6,"56 km S of Whites City, New Mexico",1725092651613,1725275034806,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024rcqa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024rcqa&format=geojson,,,,,reviewed,0,39,tx,2024rcqa,",tx2024rcqa,",",tx,",",origin,phase-data,",19.0,0.1,0.2,69.0,ml,earthquake,"M 1.6 - 56 km S of Whites City, New Mexico"
0.48,"13 km SE of Anza, CA",1725092395160,1725111978412,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40720479,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40720479&format=geojson,,,,,reviewed,0,4,ci,40720479,",ci40720479,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",32.0,0.03355,0.16,45.0,ml,earthquake,"M 0.5 - 13 km SE of Anza, CA"
2.57,"10 km N of Alex, Oklahoma",1725092235480,1727335481886,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024rcpp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024rcpp&format=geojson,6.0,4.7,,,reviewed,0,104,ok,2024rcpp,",us6000nnum,ok2024rcpp,",",us,ok,",",dyfi,origin,phase-data,",80.0,0.0,0.25,82.0,ml,earthquake,"M 2.6 - 10 km N of Alex, Oklahoma"
1.3,"17 km NNE of Hawthorne, Nevada",1725092218032,1725092392518,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00883561,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00883561&format=geojson,,,,,automatic,0,26,nn,00883561,",nn00883561,",",nn,",",origin,phase-data,",11.0,0.053,0.1912,89.96000000000001,ml,earthquake,"M 1.3 - 17 km NNE of Hawthorne, Nevada"
1.4,"10 km NNE of Buffalo Soapstone, Alaska",1725091924304,1725092050472,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024b7nyq9a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024b7nyq9a&format=geojson,,,,,automatic,0,30,ak,024b7nyq9a,",ak024b7nyq9a,",",ak,",",origin,phase-data,",,,1.05,,ml,earthquake,"M 1.4 - 10 km NNE of Buffalo Soapstone, Alaska"
1.9,"55 km S of Whites City, New Mexico",1725091891376,1725243183618,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024rcpo,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024rcpo&format=geojson,,,,,reviewed,0,56,tx,2024rcpo,",tx2024rcpo,",",tx,",",origin,phase-data,",19.0,0.0,0.2,68.0,ml,earthquake,"M 1.9 - 55 km S of Whites City, New Mexico"
4.5,"10 km W of Kimanuit, Philippines",1725091830090,1727333424040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ngef,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ngef&format=geojson,,,,,reviewed,0,312,us,7000ngef,",us7000ngef,",",us,",",origin,phase-data,",20.0,1.176,0.68,105.0,mb,earthquake,"M 4.5 - 10 km W of Kimanuit, Philippines"
1.9,"55 km S of Whites City, New Mexico",1725091698047,1725242603572,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024rcpk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024rcpk&format=geojson,,,,,reviewed,0,56,tx,2024rcpk,",tx2024rcpk,",",tx,",",origin,phase-data,",17.0,0.1,0.2,68.0,ml,earthquake,"M 1.9 - 55 km S of Whites City, New Mexico"
1.8,"56 km S of Whites City, New Mexico",1725091385879,1725242001520,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024rcpe,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024rcpe&format=geojson,,,,,reviewed,0,50,tx,2024rcpe,",tx2024rcpe,",",tx,",",origin,phase-data,",17.0,0.1,0.2,69.0,ml,earthquake,"M 1.8 - 56 km S of Whites City, New Mexico"
3.3,"56 km S of Whites City, New Mexico",1725090984998,1727333359187,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024rcoz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024rcoz&format=geojson,,,3.959,,reviewed,0,168,tx,2024rcoz,",us6000nnuf,tx2024rcoz,",",us,tx,",",moment-tensor,origin,phase-data,shakemap,",34.0,0.1,0.2,69.0,ml,earthquake,"M 3.3 - 56 km S of Whites City, New Mexico"
1.6,"10 km ENE of Goldfield, Nevada",1725090917844,1725091125365,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00883558,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00883558&format=geojson,,,,,automatic,0,39,nn,00883558,",nn00883558,",",nn,",",origin,phase-data,",26.0,0.455,0.2817,153.82999999999998,ml,earthquake,"M 1.6 - 10 km ENE of Goldfield, Nevada"
2.0,"24 km E of Paxson, Alaska",1725090585681,1725090834006,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024b7nlb3t,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024b7nlb3t&format=geojson,,,,,automatic,0,62,ak,024b7nlb3t,",ak024b7nlb3t,",",ak,",",origin,phase-data,",,,1.67,,ml,earthquake,"M 2.0 - 24 km E of Paxson, Alaska"
2.12,"118 km WSW of Crescent City, California",1725090567210,1725125784250,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62042416,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62042416&format=geojson,,,,,reviewed,0,69,uw,62042416,",uw62042416,",",uw,",",origin,phase-data,",17.0,1.137,0.4,319.0,md,earthquake,"M 2.1 - 118 km WSW of Crescent City, California"
3.7,"9 km NNW of Fritz Creek, Alaska",1725090546456,1727332719502,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024b7nl895,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024b7nl895&format=geojson,64.0,3.3,3.312,,reviewed,0,232,ak,024b7nl895,",us6000nnuc,ak024b7nl895,",",us,ak,",",dyfi,origin,phase-data,shakemap,",,,0.64,,ml,earthquake,"M 3.7 - 9 km NNW of Fritz Creek, Alaska"
2.6,"272 km W of Ferndale, California",1725090538055,1727332114040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nnud,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nnud&format=geojson,,,,,reviewed,0,104,us,6000nnud,",us6000nnud,",",us,",",origin,phase-data,",35.0,2.564,0.7,282.0,ml,earthquake,"M 2.6 - 272 km W of Ferndale, California"
1.1,"12 km ENE of Goldfield, Nevada",1725090321951,1725090482962,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00883555,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00883555&format=geojson,,,,,automatic,0,19,nn,00883555,",nn00883555,",",nn,",",origin,phase-data,",16.0,0.564,0.2731,181.96999999999997,ml,earthquake,"M 1.1 - 12 km ENE of Goldfield, Nevada"
0.32,"8 km SE of Winchester, CA",1725090205670,1725111981331,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40720471,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40720471&format=geojson,,,,,reviewed,0,2,ci,40720471,",ci40720471,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.01419,0.12,130.0,ml,earthquake,"M 0.3 - 8 km SE of Winchester, CA"
1.58,"7 km S of Volcano, Hawaii",1725089172180,1725391088650,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74433402,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74433402&format=geojson,,,,,reviewed,0,38,hv,74433402,",hv74433402,",",hv,",",origin,phase-data,",23.0,0.007507,0.11,62.0,ml,earthquake,"M 1.6 - 7 km S of Volcano, Hawaii"
3.32,"58 km WSW of Stella, Puerto Rico",1725088644090,1725090363030,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71458743,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71458743&format=geojson,,,,,reviewed,0,170,pr,71458743,",pr71458743,",",pr,",",origin,phase-data,",18.0,0.5289,0.31,185.0,md,earthquake,"M 3.3 - 58 km WSW of Stella, Puerto Rico"
-0.03,"6 km NW of Cobb, CA",1725088504190,1725313120696,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75055551,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75055551&format=geojson,,,,,reviewed,0,0,nc,75055551,",nc75055551,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.005807,0.07,118.0,md,earthquake,"M 0.0 - 6 km NW of Cobb, CA"
0.74,"21 km SSW of Mammoth, Wyoming",1725087993140,1725370007930,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80080811,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80080811&format=geojson,,,,,reviewed,0,8,uu,80080811,",uu80080811,",",uu,",",origin,phase-data,",16.0,0.01866,0.13,108.0,ml,earthquake,"M 0.7 - 21 km SSW of Mammoth, Wyoming"
2.04999995,"6 km SSW of Volcano, Hawaii",1725087982640,1725088077410,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74433367,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74433367&format=geojson,,,,,automatic,0,65,hv,74433367,",hv74433367,",",hv,",",origin,phase-data,",21.0,0.009205,0.189999998,57.0,md,earthquake,"M 2.0 - 6 km SSW of Volcano, Hawaii"
1.62,"13 km W of Ferndale, CA",1725087908870,1725605590492,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75055546,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75055546&format=geojson,,,,,reviewed,0,40,nc,75055546,",nc75055546,",",nc,",",nearby-cities,origin,phase-data,",31.0,0.0772,0.12,220.0,md,earthquake,"M 1.6 - 13 km W of Ferndale, CA"
0.2,"8 km SSW of Idyllwild, CA",1725087888400,1725111999370,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40720455,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40720455&format=geojson,,,,,reviewed,0,1,ci,40720455,",ci40720455,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.05244,0.11,109.0,ml,earthquake,"M 0.2 - 8 km SSW of Idyllwild, CA"
0.87,"13 km ESE of Coso Junction, CA",1725087684320,1725407263464,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40720447,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40720447&format=geojson,,,,,reviewed,0,12,ci,40720447,",ci40720447,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.03471,0.13,51.0,ml,earthquake,"M 0.9 - 13 km ESE of Coso Junction, CA"
0.54,"40 km NE of Adak, Alaska",1725087334140,1725164114560,,https://earthquake.usgs.gov/earthquakes/eventpage/av93245553,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93245553&format=geojson,,,,,reviewed,0,4,av,93245553,",av93245553,",",av,",",origin,phase-data,",6.0,0.0112,0.33,218.0,ml,earthquake,"M 0.5 - 40 km NE of Adak, Alaska"
0.3,"7 km WNW of Cobb, CA",1725086940930,1726011464101,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75055541,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75055541&format=geojson,,,,,reviewed,0,1,nc,75055541,",nc75055541,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.01304,0.01,59.0,md,earthquake,"M 0.3 - 7 km WNW of Cobb, CA"
1.6,"15 km W of Mina, Nevada",1725086530867,1725086712617,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00883553,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00883553&format=geojson,,,,,automatic,0,39,nn,00883553,",nn00883553,",",nn,",",origin,phase-data,",12.0,0.31,0.169,153.60999999999999,ml,earthquake,"M 1.6 - 15 km W of Mina, Nevada"
4.2,"36 km W of Ambon, Indonesia",1725086061480,1727331134040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ngee,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ngee&format=geojson,,,,,reviewed,0,271,us,7000ngee,",us7000ngee,",",us,",",origin,phase-data,",11.0,2.215,0.6,113.0,mb,earthquake,"M 4.2 - 36 km W of Ambon, Indonesia"
1.5,"3 km SSE of Trapper Creek, Alaska",1725086042023,1725086215622,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024b7mwkmi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024b7mwkmi&format=geojson,,,,,automatic,0,35,ak,024b7mwkmi,",ak024b7mwkmi,",",ak,",",origin,phase-data,",,,0.23,,ml,earthquake,"M 1.5 - 3 km SSE of Trapper Creek, Alaska"
1.6,"7 km S of Volcano, Hawaii",1725085219160,1725388065940,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74433307,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74433307&format=geojson,,,,,reviewed,0,39,hv,74433307,",hv74433307,",",hv,",",origin,phase-data,",25.0,0.005946,0.11,63.0,ml,earthquake,"M 1.6 - 7 km S of Volcano, Hawaii"
1.2,"9 km ENE of Goldfield, Nevada",1725085090190,1725396567823,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00883549,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00883549&format=geojson,,,,,reviewed,0,22,nn,00883549,",nn00883549,",",nn,",",origin,phase-data,",16.0,0.454,0.1489,113.94,ml,earthquake,"M 1.2 - 9 km ENE of Goldfield, Nevada"
